cow_i,cow_j,start_ts,end_ts,initial_loc_cow_i_x_cm,initial_loc_cow_i_y_cm,initial_loc_cow_i_z_cm,initial_loc_cow_j_x_cm,initial_loc_cow_j_y_cm,initial_loc_cow_j_z_cm
T02,T09,1690195721.0,1690195916.0,566.1,-126.4,135.8,476.0,-323.3,111.4
T02,T09,1690212836.0,1690212971.0,-456.3,-730.4,87.1,-618.5,-736.2,106.5
T02,T09,1690214396.0,1690215656.0,-444.0,-64.1,114.4,-445.7,32.1,112.7
T02,T09,1690216256.0,1690216331.0,-564.8,-264.8,138.1,-758.7,-386.9,86.1
T02,T09,1690216721.0,1690216916.0,-494.1,-241.3,130.8,-471.9,-330.1,149.0
T02,T09,1690219721.0,1690219781.0,-806.7,-715.3,91.2,-653.3,-679.8,84.5
T02,T09,1690220141.0,1690220291.0,-746.4,-737.2,90.0,-685.6,-695.4,117.8
T02,T09,1690220321.0,1690220411.0,-752.6,-752.8,92.4,-688.8,-692.3,99.1
T02,T09,1690220441.0,1690220561.0,-626.3,-877.1,133.7,-679.9,-698.4,82.9
T02,T09,1690220591.0,1690220951.0,-739.1,-785.4,98.6,-677.7,-716.8,90.2
T02,T09,1690221101.0,1690221176.0,-777.6,-612.2,109.5,-594.5,-727.2,76.9
T02,T09,1690221221.0,1690221281.0,-708.9,-589.3,97.7,-608.7,-683.2,72.6
T02,T09,1690221371.0,1690221446.0,-753.0,-596.2,110.6,-601.6,-714.3,75.8
T02,T09,1690222001.0,1690222511.0,-454.4,75.3,126.2,-448.8,-130.0,125.6
T02,T09,1690225706.0,1690229966.0,160.6,-168.0,92.4,29.6,43.9,98.0
T02,T09,1690230116.0,1690230191.0,80.7,-25.7,103.7,9.5,33.6,97.2
T02,T09,1690230221.0,1690230446.0,135.6,-44.9,145.4,30.3,14.5,74.5
T02,T09,1690233731.0,1690233866.0,74.3,-731.4,103.7,314.7,-740.1,95.7
T02,T09,1690233896.0,1690234091.0,126.5,-705.8,98.0,341.7,-704.1,116.6
T02,T09,1690234121.0,1690234211.0,132.3,-715.5,94.5,364.6,-732.9,108.8
T02,T09,1690235111.0,1690235201.0,-771.4,-159.8,111.1,-875.0,-275.9,92.2
T02,T09,1690235231.0,1690236491.0,-711.6,-278.9,122.4,-851.1,-302.8,106.8
T02,T09,1690267856.0,1690268051.0,-82.0,-46.0,128.8,-284.1,22.6,89.3
T02,T09,1690268156.0,1690268576.0,-104.5,-2.8,83.8,-297.2,52.8,35.0
T02,T09,1690268636.0,1690268756.0,-119.2,-17.2,65.8,-296.2,23.1,78.1
T02,T09,1690268891.0,1690268951.0,-101.9,-6.5,83.9,-288.4,40.4,86.5
T02,T09,1690269071.0,1690269266.0,-108.8,-8.4,74.9,-287.8,48.9,92.8
T02,T09,1690269311.0,1690269371.0,-98.8,-2.2,82.8,-328.4,48.9,97.1
T02,T09,1690269746.0,1690270151.0,-100.9,-39.8,133.6,-304.4,18.1,80.9
T02,T09,1690270316.0,1690270406.0,-104.6,-8.3,91.3,-291.3,55.7,92.7
T02,T09,1690270511.0,1690270586.0,-95.7,-12.6,96.2,-323.1,40.1,87.0
T02,T09,1690270781.0,1690270841.0,-83.3,-26.7,87.2,-318.1,41.0,137.8
T02,T09,1690271141.0,1690271696.0,-123.6,-6.9,80.6,-330.9,62.4,121.8
T02,T09,1690271861.0,1690271966.0,-115.7,-6.9,77.2,-333.5,39.7,131.5
T02,T09,1690275086.0,1690276811.0,-96.3,-61.7,92.8,-270.0,33.2,75.8
T02,T09,1690276841.0,1690277171.0,-88.5,-22.0,110.9,-280.6,32.4,84.5
T02,T09,1690283861.0,1690283936.0,-336.8,11.4,74.3,-230.8,53.2,85.7
T02,T09,1690283966.0,1690284626.0,-342.7,21.5,72.4,-236.0,21.5,95.0
T02,T09,1690284656.0,1690284836.0,-339.9,18.6,75.4,-219.0,25.7,108.9
T02,T09,1690284866.0,1690285316.0,-307.2,10.5,56.8,-198.2,10.6,88.5
T02,T09,1690285346.0,1690286546.0,-318.0,21.4,82.7,-202.8,24.3,101.8
T02,T09,1690286591.0,1690286756.0,-332.0,14.5,83.8,-217.7,19.1,102.7
T02,T09,1690292846.0,1690292936.0,-160.1,91.1,104.3,29.8,-16.7,91.6
T02,T09,1690293836.0,1690293956.0,-190.6,4.9,84.1,3.8,-21.5,87.2
T02,T09,1690294031.0,1690294091.0,-214.7,21.9,87.3,24.9,-29.0,71.1
T02,T09,1690294121.0,1690294211.0,-201.4,31.8,96.0,39.2,-15.4,88.8
T02,T09,1690294466.0,1690294676.0,-194.8,23.0,87.7,26.3,-14.4,96.5
T02,T09,1690295516.0,1690295576.0,-203.8,10.9,79.9,33.8,-6.4,84.1
T02,T09,1690301921.0,1690302131.0,-141.5,68.3,113.8,22.7,-15.9,92.5
T02,T09,1690302476.0,1690302551.0,-211.6,15.5,98.5,14.8,-50.7,140.1
T02,T09,1690302656.0,1690302731.0,-211.2,21.8,85.8,4.9,-50.7,141.9
T02,T09,1690302761.0,1690302896.0,-220.5,13.3,73.7,12.5,-57.6,129.2
T02,T09,1690307441.0,1690307516.0,-250.7,44.5,126.6,-479.6,112.9,152.9
T02,T09,1690307546.0,1690307621.0,-287.0,37.0,115.1,-478.0,124.0,153.3
T02,T09,1690307891.0,1690307951.0,-247.7,43.0,106.6,-467.1,150.2,148.8
T02,T09,1690309856.0,1690310441.0,592.4,-683.2,129.2,781.5,-620.8,146.0
T02,T09,1690310591.0,1690310816.0,778.3,-716.9,126.9,747.9,-707.1,123.9
T02,T09,1690311236.0,1690311461.0,533.8,-748.4,98.3,643.8,-707.9,83.5
T02,T09,1690311791.0,1690311881.0,-863.7,-74.1,109.5,-777.0,-268.5,125.6
T02,T09,1690312091.0,1690312271.0,-786.9,-133.0,92.8,-765.0,-96.1,103.3
T02,T09,1690312316.0,1690312376.0,-770.8,-195.6,86.1,-847.2,-59.3,145.0
T02,T09,1690319456.0,1690319516.0,-485.4,-735.5,92.5,-252.5,-685.9,116.2
T02,T09,1690319726.0,1690319816.0,-486.9,-717.8,109.4,-260.4,-718.1,92.1
T02,T09,1690330376.0,1690330646.0,-7.7,80.5,130.2,-105.6,-32.5,85.6
T02,T09,1690330676.0,1690331606.0,108.3,88.2,80.2,-104.4,-29.0,101.3
T02,T09,1690331636.0,1690332221.0,10.7,30.9,85.3,-78.4,-25.7,131.1
T02,T09,1690332251.0,1690332341.0,21.2,30.2,91.3,-80.6,-54.0,142.5
T02,T09,1690332371.0,1690332446.0,12.9,36.9,94.1,-102.5,-38.0,150.5
T02,T09,1690332476.0,1690332566.0,24.7,19.8,58.5,-82.4,-34.8,145.0
T02,T09,1690332596.0,1690332686.0,27.4,31.0,85.5,-123.0,-36.1,173.6
T02,T09,1690332716.0,1690332911.0,19.4,36.4,86.0,-109.9,-38.0,148.8
T02,T09,1690332956.0,1690333016.0,36.9,58.3,63.5,-72.2,-78.1,124.4
T02,T09,1690347716.0,1690348496.0,-216.9,45.2,108.2,-335.9,-18.1,87.5
T02,T09,1690348526.0,1690351556.0,-158.4,37.6,45.9,-372.6,-12.1,93.8
T02,T09,1690351586.0,1690352291.0,-203.2,29.5,74.1,-367.1,-38.0,102.1
T02,T09,1690352321.0,1690352996.0,-188.0,25.5,67.5,-346.5,-46.3,83.4
T02,T09,1690353356.0,1690353581.0,-199.3,45.3,77.3,-334.7,-63.9,71.6
T02,T09,1690353671.0,1690353776.0,-204.9,20.6,77.7,-209.0,17.2,-7.1
T02,T09,1690353806.0,1690353866.0,-193.3,18.7,67.4,-380.2,-24.5,93.4
T02,T09,1690353896.0,1690354076.0,-189.2,49.0,87.2,-267.4,93.6,-96.3
T02,T09,1690354106.0,1690354286.0,-140.7,34.5,66.4,-241.8,-89.6,73.5
T02,T09,1690354361.0,1690354616.0,-198.2,34.2,70.7,-357.1,-42.6,102.9
T02,T09,1690354646.0,1690354721.0,-251.8,60.6,122.0,-344.5,-46.3,97.4
T02,T09,1690354751.0,1690354931.0,-176.6,24.1,71.9,-363.0,-39.3,103.6
T02,T09,1690354961.0,1690355351.0,-208.8,15.5,78.2,-333.2,-33.4,82.1
T02,T09,1690355441.0,1690355546.0,-204.2,24.4,75.8,-312.2,-81.3,114.2
T02,T09,1690355681.0,1690355741.0,-196.3,24.1,72.6,-374.1,-46.8,135.3
T02,T09,1690355816.0,1690356521.0,-167.3,25.3,58.8,-371.1,-56.6,120.0
T02,T09,1690356551.0,1690356611.0,-211.7,26.4,82.8,-343.0,-77.1,99.3
T02,T09,1690356641.0,1690356746.0,-153.9,9.4,63.4,-360.2,-66.4,111.8
T02,T09,1690356776.0,1690356851.0,-194.9,19.8,71.5,-379.8,-48.8,140.8
T02,T09,1690356881.0,1690357166.0,-194.2,34.2,73.5,-390.2,-45.5,128.3
T02,T09,1690370321.0,1690370771.0,493.6,-413.6,106.4,363.7,-418.2,140.7
T02,T09,1690380446.0,1690380506.0,107.6,-749.9,87.0,334.1,-684.9,146.0
T02,T09,1690380536.0,1690380626.0,91.0,-716.3,131.4,329.3,-706.7,87.9
T02,T09,1690380791.0,1690380851.0,121.0,-725.2,95.4,342.0,-687.2,148.0
T02,T09,1690381091.0,1690381376.0,-714.3,-674.6,109.6,-590.3,-633.9,114.1
T02,T09,1690381406.0,1690381541.0,-709.1,-691.2,47.5,-574.2,-715.4,88.8
T02,T09,1690381976.0,1690382051.0,-751.9,-111.3,80.7,-628.3,-247.6,110.0
T02,T09,1690382081.0,1690382141.0,-735.5,-4.4,53.9,-728.8,-178.0,84.9
T02,T09,1690382186.0,1690382276.0,-730.6,-18.9,125.8,-799.9,-225.1,143.7
T02,T09,1690385636.0,1690385696.0,-466.5,-71.8,122.4,-247.3,1.2,86.1
T02,T09,1690388141.0,1690388216.0,-445.1,-68.3,132.6,-241.4,23.9,86.7
T02,T09,1690388306.0,1690388366.0,-452.2,-61.4,111.8,-234.3,15.6,81.2
T02,T09,1690388396.0,1690388471.0,-433.5,-33.8,129.8,-233.9,22.6,86.2
T02,T09,1690388501.0,1690388636.0,-440.7,-27.9,122.0,-232.8,19.7,88.9
T02,T09,1690388681.0,1690388981.0,-470.3,4.4,136.1,-235.3,9.4,79.5
T02,T09,1690389011.0,1690389206.0,-426.5,-11.2,92.2,-259.2,37.5,140.6
T02,T09,1690397846.0,1690397921.0,-640.3,-303.1,135.2,-695.6,-124.1,149.6
T02,T09,1690400741.0,1690400861.0,-709.5,209.3,107.0,-528.3,62.0,149.5
T02,T09,1690401191.0,1690401266.0,-450.0,-123.8,125.0,-536.6,-207.1,166.1
T02,T09,1690409516.0,1690409711.0,-204.2,44.5,78.7,-11.9,52.9,129.9
T02,T09,1690434596.0,1690434716.0,-119.4,103.8,114.8,1.4,-66.8,81.0
T02,T09,1690434746.0,1690436831.0,-30.6,101.1,100.4,49.6,-31.2,108.1
T02,T09,1690452641.0,1690454306.0,655.8,29.7,116.6,514.7,-36.1,100.7
T02,T09,1690466426.0,1690467221.0,-438.3,-109.3,157.6,-387.5,-26.1,84.5
T02,T09,1690467341.0,1690467416.0,-435.6,-139.1,132.2,-349.7,-37.7,80.4
T02,T09,1690467731.0,1690467851.0,-595.6,-294.2,98.9,-619.5,-345.7,124.5
T02,T09,1690470431.0,1690470536.0,-515.7,-364.7,65.4,-640.4,-283.6,107.1
T02,T09,1690470761.0,1690470881.0,-711.9,-286.5,98.2,-819.1,-457.9,126.3
T02,T09,1690470911.0,1690470971.0,-574.0,-297.2,96.2,-725.4,-356.5,53.1
T02,T09,1690471016.0,1690471481.0,-553.3,-273.8,112.4,-791.4,-310.8,114.7
T02,T09,1690471526.0,1690471601.0,-411.1,-240.5,147.0,-460.2,-419.6,134.2
T02,T09,1690471631.0,1690471721.0,-462.3,-207.6,134.1,-462.7,-387.0,134.9
T02,T09,1690471976.0,1690472111.0,-308.9,55.9,101.9,-468.8,-64.3,146.3
T02,T09,1690472141.0,1690472411.0,-332.2,36.8,97.8,-508.7,-81.4,140.9
T02,T09,1690472516.0,1690472681.0,-328.9,20.1,79.2,-511.9,-67.5,155.0
T02,T09,1690472861.0,1690473116.0,-335.4,28.4,83.2,-459.7,-105.6,48.1
T02,T09,1690473146.0,1690473236.0,-340.1,39.9,66.9,-487.8,52.5,105.7
T02,T09,1690475036.0,1690475306.0,-463.3,-220.6,24.5,-455.5,-161.4,121.7
T02,T09,1690478081.0,1690478171.0,-444.5,-46.5,123.1,-334.3,30.1,87.4
T02,T09,1690499501.0,1690499576.0,33.4,-31.2,74.9,-103.6,24.2,44.8
T02,T09,1690499666.0,1690499726.0,26.7,-27.0,81.4,-202.9,41.1,140.3
T02,T09,1690499846.0,1690499906.0,-0.3,-17.8,93.9,-197.2,44.4,145.1
T02,T09,1690500011.0,1690500146.0,20.2,-20.9,89.2,-183.7,63.1,145.4
T02,T09,1690500176.0,1690500596.0,27.0,-19.3,93.3,-190.6,29.9,127.0
T02,T09,1690500701.0,1690500776.0,-5.8,-44.8,92.0,-196.8,46.7,149.8
T02,T09,1690500806.0,1690500956.0,27.4,-29.9,88.1,-187.0,45.9,145.3
T02,T09,1690501001.0,1690501106.0,-11.3,-40.6,101.3,-199.9,25.3,108.6
T02,T09,1690503176.0,1690503296.0,-480.5,-255.7,134.3,-565.2,-428.1,132.5
T02,T09,1690549226.0,1690549286.0,-474.8,-107.5,113.9,-251.0,-39.1,90.4
T02,T09,1690549316.0,1690549661.0,-412.6,-4.3,99.2,-245.5,-38.0,87.6
T02,T09,1690565096.0,1690565456.0,-442.1,54.8,111.9,-352.7,26.1,84.7
T02,T09,1690565681.0,1690565966.0,-452.8,118.0,120.8,-342.3,28.3,91.2
T02,T09,1690568846.0,1690569296.0,-441.4,-113.2,148.7,-295.2,31.6,71.1
T02,T09,1690579271.0,1690579901.0,-457.9,-173.8,152.2,-386.2,-173.8,91.8
T02,T09,1690586051.0,1690586306.0,495.7,-22.0,58.7,318.9,74.1,83.2
T02,T09,1690586351.0,1690586561.0,482.2,-8.0,56.0,284.2,43.6,78.0
T02,T09,1690586591.0,1690586681.0,484.1,-6.4,57.3,295.0,41.6,82.1
T02,T09,1690586786.0,1690586846.0,494.3,-11.2,47.8,306.0,54.0,81.2
T02,T09,1690597361.0,1690598111.0,-75.4,-67.8,81.8,-223.4,25.8,82.5
T02,T09,1690598231.0,1690598501.0,146.6,-491.0,51.8,107.9,-587.4,132.9
T02,T09,1690610591.0,1690610666.0,365.5,-32.1,79.3,381.8,-254.4,109.5
T02,T09,1690619666.0,1690619801.0,355.9,-25.1,78.9,234.4,-201.4,117.6
T02,T09,1690619921.0,1690620761.0,374.2,-17.4,86.4,235.1,-124.1,116.1
T02,T09,1690620791.0,1690621331.0,362.9,-18.3,69.1,250.0,-12.1,89.3
T02,T09,1690621361.0,1690621796.0,377.0,-37.7,85.1,227.7,-21.6,81.4
T02,T09,1690621826.0,1690621976.0,360.4,-19.7,67.8,294.5,1.5,13.1
T02,T09,1690644656.0,1690645586.0,-581.2,-84.9,167.2,-363.3,-49.6,77.2
T02,T09,1690645616.0,1690647641.0,-318.2,31.9,93.6,-353.2,-59.4,74.0
T02,T09,1690648226.0,1690648331.0,-355.0,56.3,78.1,-574.6,119.7,110.3
T02,T09,1690651511.0,1690651676.0,-360.6,98.2,84.6,-379.7,-82.6,73.3
T02,T09,1690651766.0,1690651961.0,-331.7,38.3,66.3,-324.8,-29.0,97.4
T02,T09,1690652141.0,1690652201.0,-365.6,28.2,94.4,-337.0,-28.6,92.6
T02,T09,1690652231.0,1690652306.0,-375.5,40.0,77.6,-336.3,-25.9,92.6
T02,T09,1690652336.0,1690652516.0,-351.1,31.1,81.4,-335.7,-25.1,94.4
T02,T09,1690652606.0,1690652756.0,-358.7,52.8,59.6,-330.5,-27.6,92.5
T02,T09,1690652786.0,1690652876.0,-298.2,-77.9,26.2,-327.2,-32.4,94.2
T02,T09,1690652906.0,1690652996.0,-273.8,41.3,95.0,-339.2,-30.4,92.8
T02,T09,1690673696.0,1690673756.0,-207.2,30.8,116.5,12.2,-40.4,96.1
T02,T09,1690673876.0,1690674011.0,-206.4,19.1,87.4,32.9,-47.2,97.1
T02,T09,1690674341.0,1690674431.0,-191.8,32.9,67.4,-9.7,-34.6,87.5
T02,T09,1690674881.0,1690674956.0,-182.5,17.6,69.6,25.1,-27.1,114.3
T02,T09,1690675046.0,1690675166.0,-176.5,11.0,61.3,-31.5,-38.4,115.5
T02,T09,1690675481.0,1690675541.0,-217.6,26.3,65.9,-4.0,-21.6,111.5
T02,T09,1690676426.0,1690676501.0,-197.0,29.4,99.1,36.5,-28.1,94.1
T02,T09,1690677881.0,1690678001.0,-193.9,142.0,130.1,8.2,13.1,72.3
T02,T09,1690680491.0,1690680551.0,-282.0,84.9,42.7,-117.3,-55.8,79.6
T02,T09,1690680626.0,1690680716.0,-276.9,90.9,40.5,-76.7,-22.3,111.5
T02,T09,1690681091.0,1690681151.0,-303.7,7.4,54.6,-68.3,-22.8,105.7
T02,T09,1690681181.0,1690681256.0,-317.6,17.6,68.7,-85.0,-10.8,103.7
T02,T09,1690681526.0,1690681646.0,-314.2,15.4,59.5,-73.0,-12.6,108.5
T02,T09,1690681751.0,1690681931.0,-319.9,23.6,72.4,-84.0,-27.8,94.3
T02,T09,1690682066.0,1690682171.0,-289.9,47.0,70.1,-84.2,-17.2,103.4
T02,T09,1690682201.0,1690682366.0,-306.1,34.7,57.0,-75.5,-9.4,101.3
T02,T09,1690682531.0,1690682591.0,-280.3,107.5,111.4,-81.7,-18.1,87.0
T02,T09,1690682681.0,1690682741.0,-304.7,28.5,76.2,-83.0,-7.0,95.4
T02,T09,1690682771.0,1690682831.0,-316.8,32.2,84.4,-89.7,-13.7,97.2
T02,T09,1690682876.0,1690682951.0,-319.8,18.6,74.3,-88.9,-12.9,94.0
T02,T09,1690683056.0,1690683176.0,-318.9,27.8,72.3,-83.9,-17.0,93.5
T02,T09,1690683221.0,1690683326.0,-310.2,23.6,63.5,-76.2,-14.9,101.0
T02,T09,1690683491.0,1690683551.0,-291.0,44.1,51.9,-87.4,-10.7,89.9
T02,T09,1690697711.0,1690697951.0,489.9,-708.5,80.4,322.0,-614.2,124.5
T02,T09,1690697981.0,1690698161.0,531.1,-701.7,79.1,377.8,-716.4,87.6
T02,T09,1690701986.0,1690702256.0,390.6,282.7,96.8,515.6,69.0,90.1
T02,T09,1690714601.0,1690714841.0,125.8,15.1,72.9,-82.3,9.6,91.1
T02,T09,1690714961.0,1690715201.0,64.4,37.3,72.8,-96.1,53.2,78.5
T02,T09,1690715246.0,1690715336.0,115.8,36.1,70.7,-109.3,21.7,103.1
T02,T09,1690715801.0,1690716011.0,121.4,40.1,93.6,-78.4,37.1,86.8
T02,T09,1690716041.0,1690716101.0,110.2,26.2,74.6,-63.8,42.9,85.9
T02,T09,1690716356.0,1690716611.0,102.3,20.2,79.3,-113.3,17.1,93.7
T02,T09,1690716641.0,1690716761.0,119.4,42.6,79.5,-37.3,41.3,81.8
T02,T09,1690716851.0,1690716941.0,123.6,37.7,80.2,-101.8,31.7,85.6
T02,T09,1690717031.0,1690717091.0,135.2,43.6,91.7,-101.7,38.7,88.4
T02,T09,1690717121.0,1690717181.0,123.3,29.7,78.7,-91.1,30.3,90.1
T02,T09,1690717211.0,1690717601.0,123.6,56.4,71.5,-95.2,44.4,92.9
T02,T09,1690717631.0,1690718321.0,117.6,79.9,66.8,-117.9,17.6,80.4
T02,T09,1690718711.0,1690718996.0,129.2,52.7,88.5,-92.3,30.8,100.7
T02,T09,1690719026.0,1690719236.0,110.4,52.8,86.4,-110.6,8.0,81.4
T02,T09,1690724981.0,1690725041.0,-325.3,49.3,103.0,-81.6,13.5,91.4
T02,T09,1690725086.0,1690725161.0,-321.9,28.6,74.4,-91.4,25.4,91.9
T02,T09,1690725566.0,1690725626.0,-284.6,40.1,43.6,-85.1,33.5,97.6
T02,T09,1690725701.0,1690725836.0,-335.4,27.2,78.4,-92.5,35.7,95.7
T02,T09,1690725866.0,1690726076.0,-308.7,31.3,75.9,-91.7,32.3,89.6
T02,T09,1690726256.0,1690726331.0,-311.1,23.5,85.2,-88.9,33.7,84.7
T02,T09,1690726421.0,1690726526.0,-313.4,25.2,84.5,-121.5,22.5,100.1
T02,T09,1690726661.0,1690726766.0,-324.7,71.1,79.8,-119.2,12.9,79.7
T02,T09,1690726796.0,1690727021.0,-301.3,24.7,76.9,-92.5,19.7,86.2
T02,T09,1690731116.0,1690731176.0,-321.4,5.6,66.2,-438.9,-80.6,150.7
T02,T09,1690731236.0,1690731311.0,-424.0,-112.2,4.7,-561.1,-86.3,154.4
T02,T09,1690754786.0,1690754891.0,-308.6,32.1,87.9,-81.7,-28.4,104.5
T02,T09,1690754981.0,1690755041.0,-312.8,30.6,80.0,-74.0,-38.6,97.0
T02,T09,1690755161.0,1690755416.0,-281.0,58.1,72.1,-85.0,-49.0,88.2
T02,T09,1690755701.0,1690755971.0,-296.2,91.3,52.6,-79.6,-23.6,94.1
T02,T09,1690756151.0,1690756241.0,-296.3,18.3,49.2,-77.3,-30.7,104.8
T02,T09,1690756316.0,1690756406.0,-293.5,64.4,64.3,-73.4,-45.0,93.0
T02,T09,1690756706.0,1690757021.0,-316.7,15.4,85.2,-73.8,-34.9,95.3
T02,T09,1690757066.0,1690757246.0,-307.1,21.3,78.3,-81.5,-37.2,88.9
T02,T09,1690757351.0,1690757411.0,-304.8,26.2,112.0,-80.6,-32.3,93.2
T02,T09,1690762376.0,1690764116.0,49.0,79.2,94.7,-52.0,-37.9,91.7
T02,T09,1690785716.0,1690785776.0,624.0,-919.7,133.9,495.8,-715.4,82.1
T02,T09,1690786091.0,1690786556.0,-92.4,-729.1,91.4,79.7,-642.7,71.3
T02,T09,1690786586.0,1690786796.0,-65.8,-719.5,115.7,142.7,-717.7,88.5
T02,T09,1690786826.0,1690786916.0,-90.5,-734.5,102.4,136.9,-747.5,75.1
T02,T09,1690788416.0,1690788581.0,-53.9,-261.1,102.2,-114.8,-32.3,102.4
T02,T09,1690788626.0,1690789541.0,-90.2,169.3,102.6,-95.5,-61.5,85.0
T02,T09,1690789571.0,1690793186.0,-100.8,29.6,82.8,-102.3,-41.3,98.6
T02,T09,1690794686.0,1690795631.0,-53.4,5.8,71.3,-101.7,-81.5,73.4
T02,T09,1690798226.0,1690802726.0,59.3,-17.4,109.5,167.5,-214.5,104.9
T02,T09,1690809896.0,1690811231.0,73.0,127.7,150.5,117.3,-7.0,78.9
T02,T09,1690811261.0,1690813616.0,26.5,53.0,63.5,126.6,-76.9,62.0
T02,T09,1690813646.0,1690813871.0,13.7,119.8,116.9,111.7,-32.0,85.7
T02,T09,1690813901.0,1690817351.0,30.6,51.7,86.7,176.1,13.7,71.0
T02,T09,1690817381.0,1690817651.0,29.2,47.8,84.3,131.7,-23.9,89.8
T02,T09,1690821026.0,1690821086.0,-658.1,-277.5,157.3,-449.7,-214.9,152.6
T02,T09,1690822076.0,1690822151.0,-565.5,-251.8,150.0,-390.3,-159.8,122.5
T02,T09,1690822241.0,1690822526.0,-542.7,-239.9,117.9,-470.2,-124.0,129.7
T02,T09,1690822556.0,1690822616.0,-572.8,-233.1,134.1,-628.2,-219.2,59.8
T02,T09,1690822736.0,1690823036.0,-541.4,-298.4,118.0,-467.1,-178.5,145.8
T02,T09,1690823066.0,1690823771.0,-510.0,-241.0,108.6,-466.4,-159.3,161.5
T02,T09,1690829606.0,1690831376.0,-89.7,27.4,75.0,-149.5,-31.0,125.7
T02,T09,1690831406.0,1690832741.0,-69.4,10.8,63.0,-92.0,-54.0,102.6
T02,T09,1690832771.0,1690834406.0,-36.4,34.9,85.4,-141.7,-43.9,99.0
T02,T09,1690838846.0,1690838921.0,-422.2,-706.9,124.3,-270.3,-722.5,90.0
T02,T09,1690848761.0,1690848836.0,799.2,-628.3,131.3,574.3,-689.8,139.3
T02,T09,1690859921.0,1690859981.0,120.3,29.7,69.0,-122.9,-3.0,96.8
T02,T09,1690861316.0,1690861511.0,128.4,39.5,86.9,-82.2,-23.4,96.8
T02,T09,1690861541.0,1690861601.0,135.4,17.6,86.5,-84.7,-32.0,96.2
T02,T09,1690861706.0,1690861811.0,118.4,9.6,89.1,-85.6,-37.8,102.1
T02,T09,1690861961.0,1690862081.0,115.7,20.7,82.2,-73.8,-34.6,98.6
T02,T09,1690862366.0,1690862621.0,114.9,27.6,78.0,-76.1,-30.0,102.6
T02,T09,1690862651.0,1690862981.0,130.6,23.9,91.0,-90.0,-32.3,93.5
T02,T09,1690863026.0,1690863086.0,141.0,41.2,105.1,-94.0,-39.2,95.2
T02,T09,1690863161.0,1690863401.0,131.7,23.8,111.3,-91.8,-27.3,94.2
T02,T09,1690865921.0,1690866176.0,157.0,58.6,66.2,-81.4,3.7,64.0
T02,T09,1690870241.0,1690870361.0,141.8,34.3,91.4,-50.4,-17.0,124.4
T02,T09,1690876781.0,1690876856.0,550.2,49.4,55.9,640.5,-88.0,155.2
T02,T09,1690877546.0,1690877711.0,543.8,50.8,86.4,439.3,259.3,105.5
T02,T09,1690885196.0,1690885256.0,-180.1,-59.1,61.9,-416.7,-54.8,106.2
T02,T09,1690885376.0,1690885451.0,-230.5,-38.2,94.0,-440.7,-116.9,166.8
T02,T09,1690887116.0,1690887206.0,-188.2,-16.1,73.6,-164.1,-250.6,109.4
T02,T09,1690920281.0,1690920431.0,-560.4,-318.6,100.1,-749.1,-282.5,128.1
T02,T09,1690921031.0,1690921376.0,-531.4,-261.2,131.9,-557.8,-104.2,263.7
T02,T09,1690924751.0,1690927916.0,-90.6,-14.4,89.5,-221.7,70.8,97.2
T02,T09,1690930931.0,1690931021.0,-450.2,-86.8,142.3,-228.8,9.4,85.9
T02,T09,1690931246.0,1690931306.0,-442.6,-15.2,139.2,-220.9,19.1,83.7
T02,T09,1690931486.0,1690931711.0,-426.9,-7.9,126.9,-204.2,35.7,80.9
T02,T09,1690946981.0,1690947056.0,543.0,20.8,73.7,715.6,-7.6,116.6
T02,T09,1690970576.0,1690970696.0,-547.3,-736.7,96.9,-735.6,-734.7,85.4
T02,T09,1690973891.0,1690974011.0,-349.2,-11.4,94.6,-211.1,93.5,90.6
T02,T09,1690974041.0,1690974476.0,-335.0,-26.3,80.4,-233.5,45.7,95.7
T02,T09,1690974506.0,1690974746.0,-346.9,-20.5,87.0,-217.5,36.4,85.2
T02,T09,1690974776.0,1690974956.0,-327.6,-21.6,76.0,-224.3,15.5,86.7
T02,T09,1690975001.0,1690975121.0,-319.3,-32.2,65.4,-242.3,31.2,93.4
T02,T09,1690975151.0,1690975526.0,-330.1,-16.8,82.3,-218.0,63.5,46.9
T02,T09,1690975556.0,1690975616.0,-347.0,-22.5,84.6,-231.7,39.8,100.5
T02,T09,1690975646.0,1690978106.0,-319.7,-16.7,75.2,-216.3,45.9,71.4
T02,T09,1690988951.0,1690989446.0,-613.4,-286.3,125.0,-848.3,-279.9,149.3
T02,T09,1690991576.0,1690991951.0,-448.1,-229.1,135.7,-427.6,-75.2,133.2
T02,T09,1690995281.0,1690995461.0,-539.1,-285.8,132.0,-466.4,-63.2,117.4
T02,T09,1690997606.0,1690997681.0,-598.4,-720.5,73.0,-491.0,-742.7,104.7
T02,T09,1690998146.0,1690998206.0,-446.6,-82.0,156.4,-380.0,-285.8,102.8
T02,T09,1690998236.0,1690998416.0,-448.7,-116.0,127.3,-290.5,-215.4,106.5
T02,T09,1691001761.0,1691001941.0,-457.3,28.6,131.1,-336.9,-24.8,103.9
T02,T09,1691001971.0,1691002151.0,-450.4,-1.2,122.4,-323.8,-26.7,97.1
T02,T09,1691002181.0,1691002331.0,-478.2,96.5,106.2,-316.4,-19.2,92.9
T02,T09,1691002361.0,1691002526.0,-482.3,135.2,141.0,-401.6,-68.0,39.9
